s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,margin,label,gold_db,qwen_top1,ce_predicted,qwen_correct
0.95,0.9,0.85,0.7,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.85,0.8,0.75,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,student_1,college_1,0
0.98,0.97,0.95,0.9,0.9,0.1,0.1,0.1,0.05,0.05,0.01,0.01,0.0,0.0,0.0,0.01,1,college_1,human_resources,hr_1,0
0.95,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,scholar,scholar,scholar,1
0.8,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,scholar,yelp,academic,0
0.95,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,college_3,college_3,0
0.95,0.95,0.9,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,scholar,academic,academic,0
0.95,0.9,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,college_3,college_3,0
0.95,0.9,0.9,0.85,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,1,college_1,human_resources,company_1,0
0.95,0.9,0.85,0.75,0.7,0.6,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,1,scholar,authors,scholar,0
0.95,0.9,0.7,0.65,0.6,0.5,0.4,0.25,0.2,0.2,0.2,0.15,0.1,0.05,0.0,0.05,1,college_1,student_1,college_3,0
0.95,0.95,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.0,0.0,1,college_1,student_1,college_3,0
0.95,0.85,0.75,0.5,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,scholar,scholar,scholar,1
0.95,0.85,0.8,0.75,0.7,0.6,0.4,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.1,1,college_1,college_1,college_1,1
0.95,0.9,0.7,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,academic,academic,0
0.95,0.9,0.85,0.7,0.3,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.7,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0,scholar,solvency_ii,scholar,0
0.95,0.9,0.85,0.8,0.75,0.7,0.2,0.15,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.95,0.85,0.75,0.65,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.1,1,college_1,college_1,college_1,1
0.95,0.9,0.85,0.8,0.75,0.7,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.95,0.85,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,college_1,college_1,college_1,1
0.7,0.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,scholar,authors,scholar,0
0.9,0.85,0.8,0.7,0.6,0.5,0.4,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.05,1,college_1,student_1,college_2,0
0.95,0.9,0.85,0.75,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.95,0.9,0.85,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.85,0.8,0.7,0.3,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,college_1,student_1,college_3,0
0.95,0.9,0.85,0.7,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.9,0.85,0.65,0.15,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,student_1,college_2,0
0.95,0.9,0.85,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,scholar,scholar,scholar,1
0.85,0.85,0.8,0.75,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1,college_1,student_1,college_1,0
0.95,0.9,0.85,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.95,0.7,0.6,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,scholar,scholar,scholar,1
0.85,0.75,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,college_1,student_1,college_1,0
0.95,0.92,0.9,0.85,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,scholar,icfp_1,icfp_1,0
0.95,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.85,0,college_1,college_1,college_1,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,school_bus,school_bus,school_bus,1
0.85,0.6,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,school_bus,california_schools,school_bus,0
0.95,0.85,0.7,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,college_1,college_1,college_1,1
0.85,0.8,0.7,0.6,0.2,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,human_resources,college_1,0
0.95,0.9,0.85,0.75,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.95,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_bus,school_bus,school_bus,1
0.95,0.92,0.9,0.85,0.8,0.75,0.65,0.2,0.18,0.15,0.12,0.1,0.05,0.0,0.0,0.03,1,college_1,college_1,college_1,1
0.95,0.2,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.75,0,school_bus,school_bus,school_bus,1
0.95,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_bus,school_bus,school_bus,1
0.9,0.85,0.8,0.8,0.75,0.7,0.6,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,cs_semester,student_transcripts_tracking,0
0.95,0.85,0.8,0.75,0.6,0.3,0.2,0.15,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,school_bus,school_bus,school_bus,1
0.95,0.9,0.9,0.85,0.75,0.7,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.9,0.85,0.8,0.75,0.7,0.65,0.3,0.25,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.05,1,college_1,cs_semester,college_2,0
0.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0,school_bus,school_bus,school_bus,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,college_1,computer_student,college_1,0
0.95,0.85,0.8,0.75,0.7,0.65,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.1,1,school_bus,school_bus,school_bus,1
0.95,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_bus,school_bus,school_bus,1
0.7,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,college_1,computer_student,college_1,0
0.95,0.95,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,college_1,college_1,college_1,1
0.95,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0,school_finance,school_finance,school_finance,1
0.85,0.75,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.1,1,school_finance,donor,donor,0
0.85,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.65,0,school_finance,donor,school_finance,0
0.95,0.9,0.85,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.85,0.75,0.6,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,college_1,computer_student,college_1,0
0.9,0.2,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,school_finance,school_finance,school_finance,1
0.9,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,school_finance,csu_1,school_finance,0
0.85,0.75,0.7,0.5,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,college_1,cs_semester,college_1,0
0.95,0.9,0.9,0.85,0.8,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.95,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_finance,school_finance,school_finance,1
0.85,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,school_finance,donor,donor,0
0.9,0.85,0.85,0.8,0.8,0.75,0.7,0.6,0.6,0.6,0.6,0.1,0.0,0.0,0.0,0.05,1,college_1,student_1,college_1,0
0.95,0.9,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,cs_semester,college_1,0
0.95,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,school_finance,school_finance,school_finance,1
0.95,0.85,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,1,school_finance,school_finance,school_finance,1
0.95,0.85,0.75,0.65,0.5,0.4,0.35,0.3,0.25,0.2,0.2,0.15,0.1,0.05,0.0,0.1,1,college_1,cs_semester,college_1,0
0.95,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_finance,school_finance,school_finance,1
0.95,0.9,0.85,0.7,0.3,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.05,1,college_1,cs_semester,college_1,0
0.9,0.85,0.3,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.05,1,college_1,cs_semester,college_1,0
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,school_finance,school_finance,school_finance,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,school_finance,school_finance,school_finance,1
0.95,0.9,0.85,0.7,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.05,1,college_1,college_3,college_3,0
0.98,0.95,0.9,0.85,0.2,0.2,0.15,0.15,0.15,0.1,0.1,0.05,0.0,0.0,0.0,0.03,1,college_1,college_3,college_1,0
0.95,0.6,0.3,0.2,0.2,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.35,0,school_finance,school_finance,school_finance,1
0.95,0.85,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.1,1,college_1,student_1,college_1,0
0.9,0.85,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,college_1,cs_semester,college_1,0
0.95,0.2,0.2,0.15,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.75,0,school_player,school_player,school_player,1
0.95,0.7,0.2,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.25,0,school_player,school_player,school_player,1
0.9,0.9,0.85,0.75,0.6,0.3,0.2,0.1,0.05,0.05,0.05,0.05,0.01,0.01,0.0,0.0,1,college_1,student_transcripts_tracking,college_1,0
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,school_player,school_player,school_player,1
0.9,0.85,0.8,0.3,0.2,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.0,0.05,1,college_1,student_transcripts_tracking,college_1,0
0.95,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.9,0,school_player,school_player,school_player,1
0.98,0.95,0.9,0.85,0.7,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.03,1,school_player,school_player,university_basketball,1
0.9,0.85,0.8,0.8,0.75,0.6,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.05,0.0,0.05,1,college_1,department_management,college_2,0
0.95,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,school_player,school_finance,school_player,0
0.95,0.95,0.9,0.9,0.85,0.8,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,1,college_1,student_transcripts_tracking,college_1,0
0.95,0.9,0.85,0.75,0.7,0.6,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,school_player,school_player,school_player,1
0.95,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_player,school_finance,school_player,0
0.95,0.15,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.8,0,college_1,college_1,college_1,1
0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0,school_player,school_finance,school_player,0
0.95,0.85,0.7,0.6,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.05,0.0,0.0,0.1,1,college_1,course_teach,college_2,0
0.92,0.9,0.88,0.85,0.8,0.75,0.65,0.2,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.02,1,college_1,course_teach,college_2,0
0.95,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_player,school_finance,school_player,0
0.95,0.9,0.85,0.8,0.8,0.75,0.7,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.05,1,college_1,course_teach,college_2,0
0.95,0.85,0.85,0.8,0.75,0.7,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1,school_player,school_player,school_player,1
0.95,0.75,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.2,1,college_1,college_1,college_1,1
0.95,0.85,0.8,0.75,0.65,0.6,0.3,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.1,1,school_player,school_player,school_player,1
0.95,0.93,0.92,0.9,0.88,0.85,0.75,0.65,0.3,0.2,0.15,0.1,0.1,0.0,0.0,0.02,1,college_1,college_1,college_1,1
0.95,0.9,0.85,0.85,0.8,0.75,0.7,0.65,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.05,1,college_1,course_teach,behavior_monitoring,0
0.95,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.9,0,school_player,school_player,school_player,1
0.95,0.85,0.8,0.75,0.7,0.7,0.6,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1,college_1,student_1,college_2,0
0.95,0.75,0.7,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.2,1,school_player,school_player,school_player,1
0.95,0.1,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0,school_player,school_finance,school_player,0
0.9,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,school_player,school_finance,school_player,0
0.95,0.9,0.85,0.75,0.7,0.3,0.2,0.15,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,college_1,college_1,college_1,1
0.95,0.85,0.7,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,school_player,school_player,school_player,1
0.95,0.85,0.15,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,school_player,school_player,school_player,1
0.95,0.85,0.75,0.65,0.55,0.45,0.2,0.15,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.1,1,college_1,college_1,college_1,1
0.95,0.9,0.9,0.85,0.8,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.05,1,college_1,e_learning,e_learning,0
0.95,0.9,0.85,0.8,0.8,0.75,0.6,0.25,0.2,0.15,0.1,0.1,0.05,0.0,0.0,0.05,1,college_1,student_transcripts_tracking,student_transcripts_tracking,0
0.95,0.95,0.9,0.85,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,1,college_1,cs_semester,college_3,0
0.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_player,school_finance,school_player,0
0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,school_player,school_finance,school_player,0
0.95,0.95,0.85,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,1,college_1,student_1,college_1,0
0.95,0.85,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,scientist_1,scientist_1,scientist_1,1
0.9,0.7,0.7,0.6,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,college_1,college_1,college_1,1
0.9,0.85,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,1,college_1,student_1,college_2,0
0.95,0.7,0.4,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,scientist_1,scientist_1,scientist_1,1
0.95,0.95,0.9,0.5,0.3,0.2,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,1,college_1,cs_semester,college_3,0
0.95,0.1,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.95,0.85,0.75,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,college_1,cs_semester,college_1,0
0.95,0.7,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0,scientist_1,scientist_1,scientist_1,1
0.95,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.95,0.95,0.85,0.75,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,1,college_1,student_1,college_1,0
0.95,0.92,0.9,0.85,0.75,0.6,0.5,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.03,1,college_1,student_1,student_1,0
0.95,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,scientist_1,scientist_1,scientist_1,1
0.95,0.75,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,college_1,student_1,college_1,0
0.95,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,college_1,student_1,college_1,0
0.9,0.85,0.8,0.15,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.05,1,college_1,student_1,college_2,0
0.95,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.95,0.7,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,scientist_1,scientist_1,scientist_1,1
0.95,0.9,0.85,0.7,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_1,student_1,college_2,0
0.95,0.7,0.6,0.2,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,scientist_1,scientist_1,scientist_1,1
0.95,0.9,0.9,0.85,0.8,0.75,0.7,0.7,0.65,0.6,0.6,0.1,0.0,0.0,0.0,0.05,1,college_1,student_transcripts_tracking,college_3,0
0.85,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0,scientist_1,donor,scientist_1,0
0.95,0.95,0.9,0.85,0.8,0.8,0.75,0.7,0.7,0.7,0.7,0.1,0.0,0.0,0.0,0.0,1,college_1,student_1,activity_1,0
0.95,0.85,0.75,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,college_1,college_1,college_1,1
0.95,0.7,0.2,0.2,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,scientist_1,scientist_1,scientist_1,1
0.95,0.92,0.9,0.85,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.03,1,college_1,college_1,college_1,1
0.95,0.2,0.15,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.75,0,scientist_1,scientist_1,scientist_1,1
0.9,0.85,0.85,0.8,0.75,0.7,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.05,1,college_1,student_1,activity_1,0
0.95,0.2,0.15,0.15,0.1,0.1,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,scientist_1,scientist_1,scientist_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,scientist_1,scientist_1,scientist_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,scientist_1,scientist_1,scientist_1,1
0.85,0.8,0.75,0.65,0.65,0.65,0.65,0.65,0.6,0.01,0.01,0.01,0.01,0.0,0.0,0.05,1,college_1,student_1,student_transcripts_tracking,0
0.95,0.95,0.95,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.2,0.1,0.05,0.0,0.0,0.0,1,college_2,college_1,college_1,0
0.9,0.85,0.75,0.65,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,college_2,cs_semester,college_2,0
0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0,scientist_1,scientist_1,scientist_1,1
0.95,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,scientist_1,scientist_1,scientist_1,1
0.95,0.92,0.9,0.85,0.75,0.6,0.3,0.2,0.1,0.05,0.05,0.05,0.01,0.0,0.0,0.03,1,college_2,college_1,college_1,0
0.95,0.9,0.9,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.05,1,college_2,college_1,college_1,0
0.95,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.95,0.95,0.95,0.85,0.85,0.7,0.6,0.6,0.6,0.6,0.1,0.05,0.05,0.05,0.0,0.0,1,college_2,college_1,college_1,0
0.95,0.1,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.95,0.7,0.1,0.05,0.05,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,scientist_1,scientist_1,scientist_1,1
0.9,0.9,0.85,0.8,0.75,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1,college_2,cs_semester,student_transcripts_tracking,0
0.85,0.8,0.7,0.65,0.6,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.05,1,college_2,cs_semester,student_transcripts_tracking,0
0.95,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,scientist_1,scientist_1,scientist_1,1
0.95,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,scientist_1,scientist_1,scientist_1,1
0.85,0.75,0.5,0.5,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,1,college_2,computer_student,college_2,0
0.95,0.9,0.85,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,ship_1,ship_mission,ship_mission,0
0.95,0.85,0.75,0.6,0.5,0.3,0.25,0.2,0.15,0.1,0.1,0.05,0.05,0.0,0.0,0.1,1,college_2,computer_student,college_2,0
0.9,0.85,0.75,0.6,0.5,0.3,0.2,0.2,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.05,1,candidate_poll,candidate_poll,activity_1,1
